,function.,variable,copy_number,plant_nr
1919,09131 Membrane transport,M1_A,2.048528292,M1
1920,09132 Signal transduction,M1_A,1.232252058,M1
1921,09142 Cell motility,M1_A,2.624686699,M1
1922,09181 Protein families: metabolism,M1_A,2.552576772,M1
1923,09182 Protein families: genetic information processing,M1_A,9.19735766,M1
1924,09183 Protein families: signaling and cellular processes,M1_A,3.519426407,M1
1925,09191 Unclassified: metabolism,M1_A,5.343947061,M1
1926,Other,M1_A,4.317022507,M1
1927,09101 Carbohydrate metabolism,M1_B,16.97667261,M1
1928,09102 Energy metabolism,M1_B,8.150607763,M1
1929,09103 Lipid metabolism,M1_B,4.457729732,M1
1930,09104 Nucleotide metabolism,M1_B,4.105694257,M1
1931,09105 Amino acid metabolism,M1_B,9.902800586,M1
1932,09106 Metabolism of other amino acids,M1_B,1.42739562,M1
1933,09107 Glycan biosynthesis and metabolism,M1_B,3.358627345,M1
1934,09108 Metabolism of cofactors and vitamins,M1_B,5.25422903,M1
1935,09122 Translation,M1_B,14.44182723,M1
1936,09124 Replication and repair,M1_B,1.19659494,M1
1937,09131 Membrane transport,M1_B,1.926380192,M1
1938,09132 Signal transduction,M1_B,1.255317583,M1
1939,09142 Cell motility,M1_B,2.557166137,M1
1940,09181 Protein families: metabolism,M1_B,2.393875666,M1
1941,09182 Protein families: genetic information processing,M1_B,9.485799287,M1
1942,09183 Protein families: signaling and cellular processes,M1_B,3.905707283,M1
1943,09191 Unclassified: metabolism,M1_B,4.984082924,M1
1944,Other,M1_B,4.219491816,M1
1945,09101 Carbohydrate metabolism,M1_C,17.44000897,M1
1946,09102 Energy metabolism,M1_C,8.116042469,M1
1947,09103 Lipid metabolism,M1_C,4.499040754,M1
1948,09104 Nucleotide metabolism,M1_C,4.115201773,M1
1949,09105 Amino acid metabolism,M1_C,9.941749759,M1
1950,09106 Metabolism of other amino acids,M1_C,1.396363107,M1
1951,09107 Glycan biosynthesis and metabolism,M1_C,3.081788778,M1
1952,09108 Metabolism of cofactors and vitamins,M1_C,5.257615366,M1
1953,09122 Translation,M1_C,14.16766179,M1
1954,09124 Replication and repair,M1_C,1.241059013,M1
1955,09131 Membrane transport,M1_C,2.070097686,M1
1956,09132 Signal transduction,M1_C,1.238832502,M1
1957,09142 Cell motility,M1_C,2.449050646,M1
1958,09181 Protein families: metabolism,M1_C,2.506493048,M1
1959,09182 Protein families: genetic information processing,M1_C,9.445241054,M1
1960,09183 Protein families: signaling and cellular processes,M1_C,3.596416087,M1
1961,09191 Unclassified: metabolism,M1_C,5.11027736,M1
1962,Other,M1_C,4.327059839,M1
1963,09101 Carbohydrate metabolism,M10_A,17.0331856,M10
1964,09102 Energy metabolism,M10_A,8.157303987,M10
1965,09103 Lipid metabolism,M10_A,4.513461215,M10
1966,09104 Nucleotide metabolism,M10_A,4.042509099,M10
1967,09105 Amino acid metabolism,M10_A,9.932907131,M10
1968,09106 Metabolism of other amino acids,M10_A,1.469269434,M10
1969,09107 Glycan biosynthesis and metabolism,M10_A,3.254164449,M10
1970,09108 Metabolism of cofactors and vitamins,M10_A,5.358561411,M10
1971,09122 Translation,M10_A,13.99719677,M10
1972,09124 Replication and repair,M10_A,1.204653699,M10
1973,09131 Membrane transport,M10_A,1.938776432,M10
1974,09132 Signal transduction,M10_A,1.273840552,M10
1975,09142 Cell motility,M10_A,2.545757721,M10
1976,09181 Protein families: metabolism,M10_A,2.409457404,M10
1977,09182 Protein families: genetic information processing,M10_A,9.411653605,M10
1978,09183 Protein families: signaling and cellular processes,M10_A,4.064687523,M10
1979,09191 Unclassified: metabolism,M10_A,5.141481063,M10
1980,Other,M10_A,4.25113291,M10
1981,09101 Carbohydrate metabolism,M10_B,17.18359977,M10
1982,09102 Energy metabolism,M10_B,8.104797221,M10
1983,09103 Lipid metabolism,M10_B,4.505765997,M10
1984,09104 Nucleotide metabolism,M10_B,4.040426215,M10
1985,09105 Amino acid metabolism,M10_B,10.00100263,M10
1986,09106 Metabolism of other amino acids,M10_B,1.495642751,M10
1987,09107 Glycan biosynthesis and metabolism,M10_B,3.295039486,M10
1988,09108 Metabolism of cofactors and vitamins,M10_B,5.269153105,M10
1989,09122 Translation,M10_B,13.84540303,M10
1990,09124 Replication and repair,M10_B,1.196258696,M10
1991,09131 Membrane transport,M10_B,1.908782142,M10
1992,09132 Signal transduction,M10_B,1.290067336,M10
1993,09142 Cell motility,M10_B,2.471198859,M10
1994,09181 Protein families: metabolism,M10_B,2.455803292,M10
1995,09182 Protein families: genetic information processing,M10_B,9.374706327,M10
1996,09183 Protein families: signaling and cellular processes,M10_B,4.048088583,M10
1997,09191 Unclassified: metabolism,M10_B,5.206455876,M10
1998,Other,M10_B,4.307808678,M10
1999,09101 Carbohydrate metabolism,M10_C,16.52353013,M10
2000,09102 Energy metabolism,M10_C,8.068845183,M10
2001,09103 Lipid metabolism,M10_C,4.188295,M10
2002,09104 Nucleotide metabolism,M10_C,4.307190098,M10
2003,09105 Amino acid metabolism,M10_C,10.02187011,M10
2004,09106 Metabolism of other amino acids,M10_C,1.392300746,M10
2005,09107 Glycan biosynthesis and metabolism,M10_C,3.859717191,M10
2006,09108 Metabolism of cofactors and vitamins,M10_C,5.164832352,M10
2007,09122 Translation,M10_C,15.07564908,M10
2008,09124 Replication and repair,M10_C,1.177043323,M10
2009,09131 Membrane transport,M10_C,1.778679352,M10
2010,09132 Signal transduction,M10_C,1.18407204,M10
2011,09142 Cell motility,M10_C,2.163450987,M10
2012,09181 Protein families: metabolism,M10_C,2.370094964,M10
2013,09182 Protein families: genetic information processing,M10_C,9.614386304,M10
2014,09183 Protein families: signaling and cellular processes,M10_C,4.051096564,M10
2015,09191 Unclassified: metabolism,M10_C,4.809086799,M10
2016,Other,M10_C,4.249859774,M10
2017,09101 Carbohydrate metabolism,M11_A,17.61450241,M11
2018,09102 Energy metabolism,M11_A,8.163830827,M11
2019,09103 Lipid metabolism,M11_A,4.608816623,M11
2020,09104 Nucleotide metabolism,M11_A,3.998447463,M11
2021,09105 Amino acid metabolism,M11_A,9.943485456,M11
2022,09106 Metabolism of other amino acids,M11_A,1.492906024,M11
2023,09107 Glycan biosynthesis and metabolism,M11_A,2.945340085,M11
2024,09108 Metabolism of cofactors and vitamins,M11_A,5.338219663,M11
2025,09122 Translation,M11_A,13.70065132,M11
2026,09124 Replication and repair,M11_A,1.212948353,M11
2027,09131 Membrane transport,M11_A,2.061394771,M11
2028,09132 Signal transduction,M11_A,1.228219682,M11
2029,09142 Cell motility,M11_A,2.638237309,M11
2030,09181 Protein families: metabolism,M11_A,2.488557099,M11
2031,09182 Protein families: genetic information processing,M11_A,9.374590725,M11
2032,09183 Protein families: signaling and cellular processes,M11_A,3.649070314,M11
2033,09191 Unclassified: metabolism,M11_A,5.276949027,M11
2034,Other,M11_A,4.263832843,M11
2035,09101 Carbohydrate metabolism,M11_B,17.52378221,M11
2036,09102 Energy metabolism,M11_B,8.24079849,M11
2037,09103 Lipid metabolism,M11_B,4.635476229,M11
2038,09104 Nucleotide metabolism,M11_B,3.971609086,M11
2039,09105 Amino acid metabolism,M11_B,9.885043751,M11
2040,09106 Metabolism of other amino acids,M11_B,1.511363198,M11
2041,09107 Glycan biosynthesis and metabolism,M11_B,3.003850931,M11
2042,09108 Metabolism of cofactors and vitamins,M11_B,5.312725389,M11
2043,09122 Translation,M11_B,13.55914722,M11
2044,09124 Replication and repair,M11_B,1.198944467,M11
2045,09131 Membrane transport,M11_B,2.067082756,M11
2046,09132 Signal transduction,M11_B,1.266636115,M11
2047,09142 Cell motility,M11_B,2.664538157,M11
2048,09181 Protein families: metabolism,M11_B,2.443746483,M11
2049,09182 Protein families: genetic information processing,M11_B,9.366894594,M11
2050,09183 Protein families: signaling and cellular processes,M11_B,3.786408272,M11
2051,09191 Unclassified: metabolism,M11_B,5.321336255,M11
2052,Other,M11_B,4.240616395,M11
2053,09101 Carbohydrate metabolism,M11_C,17.34082734,M11
2054,09102 Energy metabolism,M11_C,8.18354812,M11
2055,09103 Lipid metabolism,M11_C,4.63053391,M11
2056,09104 Nucleotide metabolism,M11_C,3.958101082,M11
2057,09105 Amino acid metabolism,M11_C,9.959744878,M11
2058,09106 Metabolism of other amino acids,M11_C,1.524822009,M11
2059,09107 Glycan biosynthesis and metabolism,M11_C,3.111038264,M11
2060,09108 Metabolism of cofactors and vitamins,M11_C,5.352054009,M11
2061,09122 Translation,M11_C,13.72836885,M11
2062,09124 Replication and repair,M11_C,1.201728601,M11
2063,09131 Membrane transport,M11_C,1.931811208,M11
2064,09132 Signal transduction,M11_C,1.264299825,M11
2065,09142 Cell motility,M11_C,2.601978048,M11
2066,09181 Protein families: metabolism,M11_C,2.433695042,M11
2067,09182 Protein families: genetic information processing,M11_C,9.394672755,M11
2068,09183 Protein families: signaling and cellular processes,M11_C,3.881167356,M11
2069,09191 Unclassified: metabolism,M11_C,5.263874627,M11
2070,Other,M11_C,4.23773408,M11
2071,09101 Carbohydrate metabolism,M12_A,16.65239264,M12
2072,09102 Energy metabolism,M12_A,8.200712135,M12
2073,09103 Lipid metabolism,M12_A,4.401290793,M12
2074,09104 Nucleotide metabolism,M12_A,4.068919432,M12
2075,09105 Amino acid metabolism,M12_A,9.894246567,M12
2076,09106 Metabolism of other amino acids,M12_A,1.489355035,M12
2077,09107 Glycan biosynthesis and metabolism,M12_A,3.60624183,M12
2078,09108 Metabolism of cofactors and vitamins,M12_A,5.299815105,M12
2079,09122 Translation,M12_A,13.75242844,M12
2080,09124 Replication and repair,M12_A,1.156371848,M12
2081,09131 Membrane transport,M12_A,1.988286025,M12
2082,09132 Signal transduction,M12_A,1.267136351,M12
2083,09142 Cell motility,M12_A,2.45524595,M12
2084,09181 Protein families: metabolism,M12_A,2.26086577,M12
2085,09182 Protein families: genetic information processing,M12_A,9.538663649,M12
2086,09183 Protein families: signaling and cellular processes,M12_A,4.465188893,M12
2087,09191 Unclassified: metabolism,M12_A,5.224176111,M12
2088,Other,M12_A,4.278663425,M12
2089,09101 Carbohydrate metabolism,M12_B,16.86725154,M12
2090,09102 Energy metabolism,M12_B,8.287918296,M12
2091,09103 Lipid metabolism,M12_B,4.47010872,M12
2092,09104 Nucleotide metabolism,M12_B,3.957941909,M12
2093,09105 Amino acid metabolism,M12_B,9.86860729,M12
2094,09106 Metabolism of other amino acids,M12_B,1.549512603,M12
2095,09107 Glycan biosynthesis and metabolism,M12_B,3.266053501,M12
2096,09108 Metabolism of cofactors and vitamins,M12_B,5.302913799,M12
2097,09122 Translation,M12_B,13.71870916,M12
2098,09124 Replication and repair,M12_B,1.176518581,M12
2099,09131 Membrane transport,M12_B,1.958303169,M12
2100,09132 Signal transduction,M12_B,1.328013437,M12
2101,09142 Cell motility,M12_B,2.748605156,M12
2102,09181 Protein families: metabolism,M12_B,2.33184735,M12
2103,09182 Protein families: genetic information processing,M12_B,9.454840442,M12
2104,09183 Protein families: signaling and cellular processes,M12_B,4.224953919,M12
2105,09191 Unclassified: metabolism,M12_B,5.176238654,M12
2106,Other,M12_B,4.311662474,M12
2107,09101 Carbohydrate metabolism,M12_C,16.7344162,M12
2108,09102 Energy metabolism,M12_C,8.215989779,M12
2109,09103 Lipid metabolism,M12_C,4.365096273,M12
2110,09104 Nucleotide metabolism,M12_C,4.141520131,M12
2111,09105 Amino acid metabolism,M12_C,9.814804568,M12
2112,09106 Metabolism of other amino acids,M12_C,1.447276001,M12
2113,09107 Glycan biosynthesis and metabolism,M12_C,3.559351869,M12
2114,09108 Metabolism of cofactors and vitamins,M12_C,5.349348026,M12
2115,09122 Translation,M12_C,14.38134919,M12
2116,09124 Replication and repair,M12_C,1.139922125,M12
2117,09131 Membrane transport,M12_C,1.99690497,M12
2118,09132 Signal transduction,M12_C,1.215478579,M12
2119,09142 Cell motility,M12_C,2.471025697,M12
2120,09181 Protein families: metabolism,M12_C,2.285287231,M12
2121,09182 Protein families: genetic information processing,M12_C,9.598123029,M12
2122,09183 Protein families: signaling and cellular processes,M12_C,4.13301026,M12
2123,09191 Unclassified: metabolism,M12_C,4.96848544,M12
2124,Other,M12_C,4.182610632,M12
2125,09101 Carbohydrate metabolism,M2_A,16.75550961,M2
2126,09102 Energy metabolism,M2_A,8.175578423,M2
2127,09103 Lipid metabolism,M2_A,4.570795175,M2
2128,09104 Nucleotide metabolism,M2_A,3.902388653,M2
2129,09105 Amino acid metabolism,M2_A,10.00995618,M2
2130,09106 Metabolism of other amino acids,M2_A,1.584498728,M2
2131,09107 Glycan biosynthesis and metabolism,M2_A,3.335385921,M2
2132,09108 Metabolism of cofactors and vitamins,M2_A,5.194037859,M2
2133,09122 Translation,M2_A,13.69377689,M2
2134,09124 Replication and repair,M2_A,1.189636425,M2
2135,09131 Membrane transport,M2_A,1.797179592,M2
2136,09132 Signal transduction,M2_A,1.363862819,M2
2137,09142 Cell motility,M2_A,2.664630716,M2
2138,09181 Protein families: metabolism,M2_A,2.386903555,M2
2139,09182 Protein families: genetic information processing,M2_A,9.406076814,M2
2140,09183 Protein families: signaling and cellular processes,M2_A,4.327285474,M2
2141,09191 Unclassified: metabolism,M2_A,5.262414076,M2
2142,Other,M2_A,4.380083094,M2
2143,09101 Carbohydrate metabolism,M2_B,17.00673445,M2
2144,09102 Energy metabolism,M2_B,8.27536058,M2
2145,09103 Lipid metabolism,M2_B,4.645450935,M2
2146,09104 Nucleotide metabolism,M2_B,3.885434218,M2
2147,09105 Amino acid metabolism,M2_B,10.00939341,M2
2148,09106 Metabolism of other amino acids,M2_B,1.57517206,M2
2149,09107 Glycan biosynthesis and metabolism,M2_B,3.19199698,M2
2150,09108 Metabolism of cofactors and vitamins,M2_B,5.243853071,M2
2151,09122 Translation,M2_B,13.77653058,M2
2152,09124 Replication and repair,M2_B,1.209180609,M2
2153,09131 Membrane transport,M2_B,1.782435416,M2
2154,09132 Signal transduction,M2_B,1.292879949,M2
2155,09142 Cell motility,M2_B,2.571331575,M2
2156,09181 Protein families: metabolism,M2_B,2.433489751,M2
2157,09182 Protein families: genetic information processing,M2_B,9.333283124,M2
2158,09183 Protein families: signaling and cellular processes,M2_B,4.084827414,M2
2159,09191 Unclassified: metabolism,M2_B,5.299458431,M2
2160,Other,M2_B,4.383187448,M2
2161,09101 Carbohydrate metabolism,M2_C,17.49357012,M2
2162,09102 Energy metabolism,M2_C,8.236269694,M2
2163,09103 Lipid metabolism,M2_C,4.546639144,M2
2164,09104 Nucleotide metabolism,M2_C,4.16072578,M2
2165,09105 Amino acid metabolism,M2_C,9.968688179,M2
2166,09106 Metabolism of other amino acids,M2_C,1.436690957,M2
2167,09107 Glycan biosynthesis and metabolism,M2_C,3.041611535,M2
2168,09108 Metabolism of cofactors and vitamins,M2_C,5.263859171,M2
2169,09122 Translation,M2_C,14.16935772,M2
2170,09124 Replication and repair,M2_C,1.258598848,M2
2171,09131 Membrane transport,M2_C,1.994231799,M2
2172,09132 Signal transduction,M2_C,1.202851324,M2
2173,09142 Cell motility,M2_C,2.329574537,M2
2174,09181 Protein families: metabolism,M2_C,2.485060869,M2
2175,09182 Protein families: genetic information processing,M2_C,9.420880359,M2
2176,09183 Protein families: signaling and cellular processes,M2_C,3.504256325,M2
2177,09191 Unclassified: metabolism,M2_C,5.180694282,M2
2178,Other,M2_C,4.306439365,M2
2179,09101 Carbohydrate metabolism,M3_A,16.75437972,M3
2180,09102 Energy metabolism,M3_A,8.055950583,M3
2181,09103 Lipid metabolism,M3_A,4.387358713,M3
2182,09104 Nucleotide metabolism,M3_A,4.077432015,M3
2183,09105 Amino acid metabolism,M3_A,9.950343495,M3
2184,09106 Metabolism of other amino acids,M3_A,1.474361502,M3
2185,09107 Glycan biosynthesis and metabolism,M3_A,3.384165485,M3
2186,09108 Metabolism of cofactors and vitamins,M3_A,5.114553365,M3
2187,09122 Translation,M3_A,14.02058454,M3
2188,09124 Replication and repair,M3_A,1.221502405,M3
2189,09131 Membrane transport,M3_A,1.973266399,M3
2190,09132 Signal transduction,M3_A,1.335589981,M3
2191,09142 Cell motility,M3_A,2.638234285,M3
2192,09181 Protein families: metabolism,M3_A,2.435440604,M3
2193,09182 Protein families: genetic information processing,M3_A,9.527431035,M3
2194,09183 Protein families: signaling and cellular processes,M3_A,4.082530835,M3
2195,09191 Unclassified: metabolism,M3_A,5.122032725,M3
2196,Other,M3_A,4.444842314,M3
2197,09101 Carbohydrate metabolism,M3_B,17.05091273,M3
2198,09102 Energy metabolism,M3_B,8.178993564,M3
2199,09103 Lipid metabolism,M3_B,4.540660625,M3
2200,09104 Nucleotide metabolism,M3_B,3.970623608,M3
2201,09105 Amino acid metabolism,M3_B,9.983211465,M3
2202,09106 Metabolism of other amino acids,M3_B,1.543701924,M3
2203,09107 Glycan biosynthesis and metabolism,M3_B,3.140719237,M3
2204,09108 Metabolism of cofactors and vitamins,M3_B,5.143071355,M3
2205,09122 Translation,M3_B,13.78047481,M3
2206,09124 Replication and repair,M3_B,1.21450736,M3
2207,09131 Membrane transport,M3_B,1.992193337,M3
2208,09132 Signal transduction,M3_B,1.311327984,M3
2209,09142 Cell motility,M3_B,2.716358711,M3
2210,09181 Protein families: metabolism,M3_B,2.467234834,M3
2211,09182 Protein families: genetic information processing,M3_B,9.451828714,M3
2212,09183 Protein families: signaling and cellular processes,M3_B,3.867094709,M3
2213,09191 Unclassified: metabolism,M3_B,5.185010622,M3
2214,Other,M3_B,4.462074416,M3
2215,09101 Carbohydrate metabolism,M3_C,16.78826662,M3
2216,09102 Energy metabolism,M3_C,8.140981878,M3
2217,09103 Lipid metabolism,M3_C,4.381217569,M3
2218,09104 Nucleotide metabolism,M3_C,4.022669825,M3
2219,09105 Amino acid metabolism,M3_C,9.878306812,M3
2220,09106 Metabolism of other amino acids,M3_C,1.533010215,M3
2221,09107 Glycan biosynthesis and metabolism,M3_C,3.290558548,M3
2222,09108 Metabolism of cofactors and vitamins,M3_C,5.175260558,M3
2223,09122 Translation,M3_C,14.1785929,M3
2224,09124 Replication and repair,M3_C,1.173798786,M3
2225,09131 Membrane transport,M3_C,1.873106673,M3
2226,09132 Signal transduction,M3_C,1.339397223,M3
2227,09142 Cell motility,M3_C,2.849031806,M3
2228,09181 Protein families: metabolism,M3_C,2.351222619,M3
2229,09182 Protein families: genetic information processing,M3_C,9.596234385,M3
2230,09183 Protein families: signaling and cellular processes,M3_C,3.990376714,M3
2231,09191 Unclassified: metabolism,M3_C,5.004919263,M3
2232,Other,M3_C,4.43304761,M3
2233,09101 Carbohydrate metabolism,M4_A,17.39764762,M4
2234,09102 Energy metabolism,M4_A,8.276950189,M4
2235,09103 Lipid metabolism,M4_A,4.707035013,M4
2236,09104 Nucleotide metabolism,M4_A,3.863299105,M4
2237,09105 Amino acid metabolism,M4_A,9.943803229,M4
2238,09106 Metabolism of other amino acids,M4_A,1.54474545,M4
2239,09107 Glycan biosynthesis and metabolism,M4_A,3.014984415,M4
2240,09108 Metabolism of cofactors and vitamins,M4_A,5.306081347,M4
2241,09122 Translation,M4_A,13.9386597,M4
2242,09124 Replication and repair,M4_A,1.207793845,M4
2243,09131 Membrane transport,M4_A,1.876785014,M4
2244,09132 Signal transduction,M4_A,1.249166232,M4
2245,09142 Cell motility,M4_A,2.737380583,M4
2246,09181 Protein families: metabolism,M4_A,2.462126171,M4
2247,09182 Protein families: genetic information processing,M4_A,9.347746665,M4
2248,09183 Protein families: signaling and cellular processes,M4_A,3.700501571,M4
2249,09191 Unclassified: metabolism,M4_A,5.146851581,M4
2250,Other,M4_A,4.278442269,M4
2251,09101 Carbohydrate metabolism,M4_B,16.82294455,M4
2252,09102 Energy metabolism,M4_B,8.179605077,M4
2253,09103 Lipid metabolism,M4_B,4.496295001,M4
2254,09104 Nucleotide metabolism,M4_B,3.995383386,M4
2255,09105 Amino acid metabolism,M4_B,9.930836509,M4
2256,09106 Metabolism of other amino acids,M4_B,1.515511369,M4
2257,09107 Glycan biosynthesis and metabolism,M4_B,3.415863138,M4
2258,09108 Metabolism of cofactors and vitamins,M4_B,5.234130881,M4
2259,09122 Translation,M4_B,14.1335797,M4
2260,09124 Replication and repair,M4_B,1.17299441,M4
2261,09131 Membrane transport,M4_B,1.876095019,M4
2262,09132 Signal transduction,M4_B,1.30193419,M4
2263,09142 Cell motility,M4_B,2.536227109,M4
2264,09181 Protein families: metabolism,M4_B,2.39355949,M4
2265,09182 Protein families: genetic information processing,M4_B,9.441010221,M4
2266,09183 Protein families: signaling and cellular processes,M4_B,4.096903479,M4
2267,09191 Unclassified: metabolism,M4_B,5.102840998,M4
2268,Other,M4_B,4.354285479,M4
2269,09101 Carbohydrate metabolism,M4_C,17.13137712,M4
2270,09102 Energy metabolism,M4_C,8.230794323,M4
2271,09103 Lipid metabolism,M4_C,4.286449305,M4
2272,09104 Nucleotide metabolism,M4_C,4.368430189,M4
2273,09105 Amino acid metabolism,M4_C,9.734807237,M4
2274,09106 Metabolism of other amino acids,M4_C,1.326402556,M4
2275,09107 Glycan biosynthesis and metabolism,M4_C,3.373712234,M4
2276,09108 Metabolism of cofactors and vitamins,M4_C,5.344525586,M4
2277,09122 Translation,M4_C,14.81203006,M4
2278,09124 Replication and repair,M4_C,1.231323202,M4
2279,09131 Membrane transport,M4_C,2.101936455,M4
2280,09132 Signal transduction,M4_C,1.138826964,M4
2281,09142 Cell motility,M4_C,2.179252138,M4
2282,09181 Protein families: metabolism,M4_C,2.348157001,M4
2283,09182 Protein families: genetic information processing,M4_C,9.673908509,M4
2284,09183 Protein families: signaling and cellular processes,M4_C,3.57685648,M4
2285,09191 Unclassified: metabolism,M4_C,4.963843616,M4
2286,Other,M4_C,4.177367024,M4
2287,09101 Carbohydrate metabolism,M5_A,17.40552861,M5
2288,09102 Energy metabolism,M5_A,8.104612781,M5
2289,09103 Lipid metabolism,M5_A,4.605016448,M5
2290,09104 Nucleotide metabolism,M5_A,3.998422018,M5
2291,09105 Amino acid metabolism,M5_A,10.05675356,M5
2292,09106 Metabolism of other amino acids,M5_A,1.501170698,M5
2293,09107 Glycan biosynthesis and metabolism,M5_A,3.133207291,M5
2294,09108 Metabolism of cofactors and vitamins,M5_A,5.270639264,M5
2295,09122 Translation,M5_A,13.96455631,M5
2296,09124 Replication and repair,M5_A,1.225343519,M5
2297,09131 Membrane transport,M5_A,1.791916793,M5
2298,09132 Signal transduction,M5_A,1.285661741,M5
2299,09142 Cell motility,M5_A,2.507113984,M5
2300,09181 Protein families: metabolism,M5_A,2.550692552,M5
2301,09182 Protein families: genetic information processing,M5_A,9.28892307,M5
2302,09183 Protein families: signaling and cellular processes,M5_A,3.774408469,M5
2303,09191 Unclassified: metabolism,M5_A,5.250126453,M5
2304,Other,M5_A,4.285906446,M5
2305,09101 Carbohydrate metabolism,M5_B,17.30531373,M5
2306,09102 Energy metabolism,M5_B,8.166411436,M5
2307,09103 Lipid metabolism,M5_B,4.608483898,M5
2308,09104 Nucleotide metabolism,M5_B,3.912114089,M5
2309,09105 Amino acid metabolism,M5_B,9.984937201,M5
2310,09106 Metabolism of other amino acids,M5_B,1.560171806,M5
2311,09107 Glycan biosynthesis and metabolism,M5_B,3.065294993,M5
2312,09108 Metabolism of cofactors and vitamins,M5_B,5.252931908,M5
2313,09122 Translation,M5_B,13.87659624,M5
2314,09124 Replication and repair,M5_B,1.200225742,M5
2315,09131 Membrane transport,M5_B,1.85775538,M5
2316,09132 Signal transduction,M5_B,1.303800087,M5
2317,09142 Cell motility,M5_B,2.767894348,M5
2318,09181 Protein families: metabolism,M5_B,2.505753362,M5
2319,09182 Protein families: genetic information processing,M5_B,9.334284051,M5
2320,09183 Protein families: signaling and cellular processes,M5_B,3.773409925,M5
2321,09191 Unclassified: metabolism,M5_B,5.190926308,M5
2322,Other,M5_B,4.33369549,M5
2323,09101 Carbohydrate metabolism,M5_C,17.26636461,M5
2324,09102 Energy metabolism,M5_C,8.126318705,M5
2325,09103 Lipid metabolism,M5_C,4.373079285,M5
2326,09104 Nucleotide metabolism,M5_C,4.2499235,M5
2327,09105 Amino acid metabolism,M5_C,9.913088245,M5
2328,09106 Metabolism of other amino acids,M5_C,1.388043152,M5
2329,09107 Glycan biosynthesis and metabolism,M5_C,3.114376712,M5
2330,09108 Metabolism of cofactors and vitamins,M5_C,5.322549937,M5
2331,09122 Translation,M5_C,14.94252257,M5
2332,09124 Replication and repair,M5_C,1.277427295,M5
2333,09131 Membrane transport,M5_C,1.926913924,M5
2334,09132 Signal transduction,M5_C,1.160980358,M5
2335,09142 Cell motility,M5_C,2.483824145,M5
2336,09181 Protein families: metabolism,M5_C,2.463563763,M5
2337,09182 Protein families: genetic information processing,M5_C,9.575591969,M5
2338,09183 Protein families: signaling and cellular processes,M5_C,3.381738566,M5
2339,09191 Unclassified: metabolism,M5_C,4.781325226,M5
2340,Other,M5_C,4.252368045,M5
2341,09101 Carbohydrate metabolism,M6_A,17.15257225,M6
2342,09102 Energy metabolism,M6_A,8.13870746,M6
2343,09103 Lipid metabolism,M6_A,4.538800755,M6
2344,09104 Nucleotide metabolism,M6_A,3.97755959,M6
2345,09105 Amino acid metabolism,M6_A,9.975275149,M6
2346,09106 Metabolism of other amino acids,M6_A,1.537951517,M6
2347,09107 Glycan biosynthesis and metabolism,M6_A,3.236229968,M6
2348,09108 Metabolism of cofactors and vitamins,M6_A,5.207841416,M6
2349,09122 Translation,M6_A,13.79616411,M6
2350,09124 Replication and repair,M6_A,1.198002375,M6
2351,09131 Membrane transport,M6_A,1.933293015,M6
2352,09132 Signal transduction,M6_A,1.311303164,M6
2353,09142 Cell motility,M6_A,2.632497775,M6
2354,09181 Protein families: metabolism,M6_A,2.484520942,M6
2355,09182 Protein families: genetic information processing,M6_A,9.367909812,M6
2356,09183 Protein families: signaling and cellular processes,M6_A,3.911553648,M6
2357,09191 Unclassified: metabolism,M6_A,5.226333359,M6
2358,Other,M6_A,4.373483696,M6
2359,09101 Carbohydrate metabolism,M6_B,17.3316459,M6
2360,09102 Energy metabolism,M6_B,8.254552105,M6
2361,09103 Lipid metabolism,M6_B,4.615765265,M6
2362,09104 Nucleotide metabolism,M6_B,3.947004035,M6
2363,09105 Amino acid metabolism,M6_B,9.993837841,M6
2364,09106 Metabolism of other amino acids,M6_B,1.546791151,M6
2365,09107 Glycan biosynthesis and metabolism,M6_B,3.057312885,M6
2366,09108 Metabolism of cofactors and vitamins,M6_B,5.244839035,M6
2367,09122 Translation,M6_B,13.83788212,M6
2368,09124 Replication and repair,M6_B,1.210960607,M6
2369,09131 Membrane transport,M6_B,1.884035082,M6
2370,09132 Signal transduction,M6_B,1.288510424,M6
2371,09142 Cell motility,M6_B,2.69996594,M6
2372,09181 Protein families: metabolism,M6_B,2.477552085,M6
2373,09182 Protein families: genetic information processing,M6_B,9.319783061,M6
2374,09183 Protein families: signaling and cellular processes,M6_B,3.780149799,M6
2375,09191 Unclassified: metabolism,M6_B,5.196844132,M6
2376,Other,M6_B,4.31256854,M6
2377,09101 Carbohydrate metabolism,M6_C,17.26786215,M6
2378,09102 Energy metabolism,M6_C,8.178495485,M6
2379,09103 Lipid metabolism,M6_C,4.46316217,M6
2380,09104 Nucleotide metabolism,M6_C,4.103088661,M6
2381,09105 Amino acid metabolism,M6_C,9.979093095,M6
2382,09106 Metabolism of other amino acids,M6_C,1.481100858,M6
2383,09107 Glycan biosynthesis and metabolism,M6_C,3.274053669,M6
2384,09108 Metabolism of cofactors and vitamins,M6_C,5.216595757,M6
2385,09122 Translation,M6_C,14.00966662,M6
2386,09124 Replication and repair,M6_C,1.196842142,M6
2387,09131 Membrane transport,M6_C,1.951219597,M6
2388,09132 Signal transduction,M6_C,1.266246212,M6
2389,09142 Cell motility,M6_C,2.464872015,M6
2390,09181 Protein families: metabolism,M6_C,2.430196863,M6
