,OTU_ID,sample,Sample_Depth,plant_nr,Site,abun,Guild
1872,1_Other,J9_C,,J9,El Junco,19.55182573,Other
1873,14,M1_A,,M1,Mirador,NA,Undefined Saprotroph
1874,48,M1_A,,M1,Mirador,NA,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1875,73,M1_A,,M1,Mirador,5.655830972,Undefined Saprotroph
1876,128,M1_A,,M1,Mirador,1.601927668,Undefined Saprotroph
1877,156,M1_A,,M1,Mirador,NA,Endophyte
1878,160,M1_A,,M1,Mirador,NA,Undefined Saprotroph
1879,234,M1_A,,M1,Mirador,0.147252404,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1880,244,M1_A,,M1,Mirador,53.85422012,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1881,247,M1_A,,M1,Mirador,NA,Plant Pathogen
1882,260,M1_A,,M1,Mirador,2.987438924,Fungal Parasite
1883,348,M1_A,,M1,Mirador,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1884,365,M1_A,,M1,Mirador,6.472412485,Undefined Saprotroph
1885,449,M1_A,,M1,Mirador,NA,Undefined Saprotroph
1886,452,M1_A,,M1,Mirador,0.61578278,Soil Saprotroph
1887,472,M1_A,,M1,Mirador,NA,Arbuscular Mycorrhizal
1888,482,M1_A,,M1,Mirador,NA,Undefined Saprotroph
1889,484,M1_A,,M1,Mirador,5.533120635,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1890,1_Other,M1_A,,M1,Mirador,23.13201401,Other
1891,14,M1_B,,M1,Mirador,0.161373139,Undefined Saprotroph
1892,48,M1_B,,M1,Mirador,0.359421991,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1893,73,M1_B,,M1,Mirador,4.958556444,Undefined Saprotroph
1894,128,M1_B,,M1,Mirador,3.036749065,Undefined Saprotroph
1895,156,M1_B,,M1,Mirador,NA,Endophyte
1896,160,M1_B,,M1,Mirador,NA,Undefined Saprotroph
1897,234,M1_B,,M1,Mirador,0.132032568,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1898,244,M1_B,,M1,Mirador,43.62942859,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1899,247,M1_B,,M1,Mirador,NA,Plant Pathogen
1900,260,M1_B,,M1,Mirador,6.036822416,Fungal Parasite
1901,348,M1_B,,M1,Mirador,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1902,365,M1_B,,M1,Mirador,7.811926942,Undefined Saprotroph
1903,449,M1_B,,M1,Mirador,NA,Undefined Saprotroph
1904,452,M1_B,,M1,Mirador,0.308075992,Soil Saprotroph
1905,472,M1_B,,M1,Mirador,NA,Arbuscular Mycorrhizal
1906,482,M1_B,,M1,Mirador,0.579476271,Undefined Saprotroph
1907,484,M1_B,,M1,Mirador,4.166361036,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1908,1_Other,M1_B,,M1,Mirador,28.81977554,Other
1909,14,M1_C,,M1,Mirador,2.957374792,Undefined Saprotroph
1910,48,M1_C,,M1,Mirador,2.223050886,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1911,73,M1_C,,M1,Mirador,5.610693592,Undefined Saprotroph
1912,128,M1_C,,M1,Mirador,1.00969537,Undefined Saprotroph
1913,156,M1_C,,M1,Mirador,NA,Endophyte
1914,160,M1_C,,M1,Mirador,NA,Undefined Saprotroph
1915,234,M1_C,,M1,Mirador,0.487636969,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1916,244,M1_C,,M1,Mirador,55.02552923,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1917,247,M1_C,,M1,Mirador,NA,Plant Pathogen
1918,260,M1_C,,M1,Mirador,2.197234812,Fungal Parasite
1919,348,M1_C,,M1,Mirador,0.03155298,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1920,365,M1_C,,M1,Mirador,3.685961792,Undefined Saprotroph
1921,449,M1_C,,M1,Mirador,NA,Undefined Saprotroph
1922,452,M1_C,,M1,Mirador,0.292582181,Soil Saprotroph
1923,472,M1_C,,M1,Mirador,NA,Arbuscular Mycorrhizal
1924,482,M1_C,,M1,Mirador,0.390109575,Undefined Saprotroph
1925,484,M1_C,,M1,Mirador,1.916126441,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1926,1_Other,M1_C,,M1,Mirador,24.17245138,Other
1927,14,M10_A,,M10,Mirador,0.189177729,Undefined Saprotroph
1928,48,M10_A,,M10,Mirador,1.816758537,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1929,73,M10_A,,M10,Mirador,7.32574448,Undefined Saprotroph
1930,128,M10_A,,M10,Mirador,1.601487328,Undefined Saprotroph
1931,156,M10_A,,M10,Mirador,NA,Endophyte
1932,160,M10_A,,M10,Mirador,NA,Undefined Saprotroph
1933,234,M10_A,,M10,Mirador,0.388140513,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1934,244,M10_A,,M10,Mirador,61.64910793,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1935,247,M10_A,,M10,Mirador,NA,Plant Pathogen
1936,260,M10_A,,M10,Mirador,3.865096709,Fungal Parasite
1937,348,M10_A,,M10,Mirador,0.03261685,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1938,365,M10_A,,M10,Mirador,NA,Undefined Saprotroph
1939,449,M10_A,,M10,Mirador,NA,Undefined Saprotroph
1940,452,M10_A,,M10,Mirador,NA,Soil Saprotroph
1941,472,M10_A,,M10,Mirador,NA,Arbuscular Mycorrhizal
1942,482,M10_A,,M10,Mirador,0.701262272,Undefined Saprotroph
1943,484,M10_A,,M10,Mirador,1.17746828,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1944,1_Other,M10_A,,M10,Mirador,21.25313937,Other
1945,14,M10_B,,M10,Mirador,0.10400416,Undefined Saprotroph
1946,48,M10_B,,M10,Mirador,6.994279771,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1947,73,M10_B,,M10,Mirador,12.04888196,Undefined Saprotroph
1948,128,M10_B,,M10,Mirador,0.202808112,Undefined Saprotroph
1949,156,M10_B,,M10,Mirador,NA,Endophyte
1950,160,M10_B,,M10,Mirador,0.067602704,Undefined Saprotroph
1951,234,M10_B,,M10,Mirador,0.20800832,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1952,244,M10_B,,M10,Mirador,32.62610504,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1953,247,M10_B,,M10,Mirador,NA,Plant Pathogen
1954,260,M10_B,,M10,Mirador,3.790951638,Fungal Parasite
1955,348,M10_B,,M10,Mirador,0.036401456,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1956,365,M10_B,,M10,Mirador,NA,Undefined Saprotroph
1957,449,M10_B,,M10,Mirador,NA,Undefined Saprotroph
1958,452,M10_B,,M10,Mirador,0.020800832,Soil Saprotroph
1959,472,M10_B,,M10,Mirador,NA,Arbuscular Mycorrhizal
1960,482,M10_B,,M10,Mirador,1.388455538,Undefined Saprotroph
1961,484,M10_B,,M10,Mirador,2.865314613,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1962,1_Other,M10_B,,M10,Mirador,39.64638586,Other
1963,14,M10_C,,M10,Mirador,0.075609169,Undefined Saprotroph
1964,48,M10_C,,M10,Mirador,16.60995979,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1965,73,M10_C,,M10,Mirador,2.855964532,Undefined Saprotroph
1966,128,M10_C,,M10,Mirador,0.1580919,Undefined Saprotroph
1967,156,M10_C,,M10,Mirador,NA,Endophyte
1968,160,M10_C,,M10,Mirador,NA,Undefined Saprotroph
1969,234,M10_C,,M10,Mirador,0.178712582,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1970,244,M10_C,,M10,Mirador,35.09983847,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1971,247,M10_C,,M10,Mirador,NA,Plant Pathogen
1972,260,M10_C,,M10,Mirador,0.144344778,Fungal Parasite
1973,348,M10_C,,M10,Mirador,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1974,365,M10_C,,M10,Mirador,NA,Undefined Saprotroph
1975,449,M10_C,,M10,Mirador,NA,Undefined Saprotroph
1976,452,M10_C,,M10,Mirador,0.010310341,Soil Saprotroph
1977,472,M10_C,,M10,Mirador,NA,Arbuscular Mycorrhizal
1978,482,M10_C,,M10,Mirador,0.790459498,Undefined Saprotroph
1979,484,M10_C,,M10,Mirador,0.443344675,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1980,1_Other,M10_C,,M10,Mirador,43.63336426,Other
1981,14,M11_A,,M11,Mirador,0.112098198,Undefined Saprotroph
1982,48,M11_A,,M11,Mirador,2.917355604,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
1983,73,M11_A,,M11,Mirador,10.33825631,Undefined Saprotroph
1984,128,M11_A,,M11,Mirador,0.950032228,Undefined Saprotroph
1985,156,M11_A,,M11,Mirador,NA,Endophyte
1986,160,M11_A,,M11,Mirador,0.02802455,Undefined Saprotroph
1987,234,M11_A,,M11,Mirador,1.42084466,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
1988,244,M11_A,,M11,Mirador,26.62332203,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
1989,247,M11_A,,M11,Mirador,NA,Plant Pathogen
1990,260,M11_A,,M11,Mirador,28.51778158,Fungal Parasite
1991,348,M11_A,,M11,Mirador,0.081271194,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
1992,365,M11_A,,M11,Mirador,NA,Undefined Saprotroph
1993,449,M11_A,,M11,Mirador,NA,Undefined Saprotroph
1994,452,M11_A,,M11,Mirador,0.044839279,Soil Saprotroph
1995,472,M11_A,,M11,Mirador,NA,Arbuscular Mycorrhizal
1996,482,M11_A,,M11,Mirador,0.344701959,Undefined Saprotroph
1997,484,M11_A,,M11,Mirador,0.992069052,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
1998,1_Other,M11_A,,M11,Mirador,27.62940336,Other
1999,14,M11_B,,M11,Mirador,0.023340491,Undefined Saprotroph
2000,48,M11_B,,M11,Mirador,1.601157688,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
2001,73,M11_B,,M11,Mirador,5.400989637,Undefined Saprotroph
2002,128,M11_B,,M11,Mirador,1.246382224,Undefined Saprotroph
2003,156,M11_B,,M11,Mirador,NA,Endophyte
2004,160,M11_B,,M11,Mirador,0.382784054,Undefined Saprotroph
2005,234,M11_B,,M11,Mirador,0.695546634,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
2006,244,M11_B,,M11,Mirador,23.36849967,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
2007,247,M11_B,,M11,Mirador,NA,Plant Pathogen
2008,260,M11_B,,M11,Mirador,21.57128186,Fungal Parasite
2009,348,M11_B,,M11,Mirador,0.056017179,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
2010,365,M11_B,,M11,Mirador,NA,Undefined Saprotroph
2011,449,M11_B,,M11,Mirador,NA,Undefined Saprotroph
2012,452,M11_B,,M11,Mirador,0.065353375,Soil Saprotroph
2013,472,M11_B,,M11,Mirador,NA,Arbuscular Mycorrhizal
2014,482,M11_B,,M11,Mirador,2.06796751,Undefined Saprotroph
2015,484,M11_B,,M11,Mirador,7.436280459,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
2016,1_Other,M11_B,,M11,Mirador,36.08439922,Other
2017,14,M11_C,,M11,Mirador,NA,Undefined Saprotroph
2018,48,M11_C,,M11,Mirador,2.839945462,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
2019,73,M11_C,,M11,Mirador,6.245219647,Undefined Saprotroph
2020,128,M11_C,,M11,Mirador,0.405706495,Undefined Saprotroph
2021,156,M11_C,,M11,Mirador,NA,Endophyte
2022,160,M11_C,,M11,Mirador,0.119716671,Undefined Saprotroph
2023,234,M11_C,,M11,Mirador,0.192876858,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
2024,244,M11_C,,M11,Mirador,24.14286189,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
2025,247,M11_C,,M11,Mirador,NA,Plant Pathogen
2026,260,M11_C,,M11,Mirador,15.26055003,Fungal Parasite
2027,348,M11_C,,M11,Mirador,0.04323102,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
2028,365,M11_C,,M11,Mirador,NA,Undefined Saprotroph
2029,449,M11_C,,M11,Mirador,NA,Undefined Saprotroph
2030,452,M11_C,,M11,Mirador,0.322569918,Soil Saprotroph
2031,472,M11_C,,M11,Mirador,NA,Arbuscular Mycorrhizal
2032,482,M11_C,,M11,Mirador,0.558677796,Undefined Saprotroph
2033,484,M11_C,,M11,Mirador,1.702637092,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
2034,1_Other,M11_C,,M11,Mirador,48.16600712,Other
2035,14,M12_A,,M12,Mirador,0.07935539,Undefined Saprotroph
2036,48,M12_A,,M12,Mirador,0.668416555,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
2037,73,M12_A,,M12,Mirador,4.65449884,Undefined Saprotroph
2038,128,M12_A,,M12,Mirador,1.214747894,Undefined Saprotroph
2039,156,M12_A,,M12,Mirador,NA,Endophyte
2040,160,M12_A,,M12,Mirador,0.054938347,Undefined Saprotroph
2041,234,M12_A,,M12,Mirador,0.399829081,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
2042,244,M12_A,,M12,Mirador,39.61665242,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
2043,247,M12_A,,M12,Mirador,0.189232084,Plant Pathogen
2044,260,M12_A,,M12,Mirador,17.70235624,Fungal Parasite
2045,348,M12_A,,M12,Mirador,0.027469173,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
2046,365,M12_A,,M12,Mirador,0.015260652,Undefined Saprotroph
2047,449,M12_A,,M12,Mirador,NA,Undefined Saprotroph
2048,452,M12_A,,M12,Mirador,0.018312782,Soil Saprotroph
2049,472,M12_A,,M12,Mirador,NA,Arbuscular Mycorrhizal
2050,482,M12_A,,M12,Mirador,0.283848126,Undefined Saprotroph
2051,484,M12_A,,M12,Mirador,4.941399097,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
2052,1_Other,M12_A,,M12,Mirador,30.13368331,Other
2053,14,M12_B,,M12,Mirador,NA,Undefined Saprotroph
2054,48,M12_B,,M12,Mirador,3.459589516,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
2055,73,M12_B,,M12,Mirador,4.823010463,Undefined Saprotroph
2056,128,M12_B,,M12,Mirador,1.480077285,Undefined Saprotroph
2057,156,M12_B,,M12,Mirador,NA,Endophyte
2058,160,M12_B,,M12,Mirador,NA,Undefined Saprotroph
2059,234,M12_B,,M12,Mirador,0.867631512,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
2060,244,M12_B,,M12,Mirador,34.21311655,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
2061,247,M12_B,,M12,Mirador,NA,Plant Pathogen
2062,260,M12_B,,M12,Mirador,17.11931756,Fungal Parasite
2063,348,M12_B,,M12,Mirador,1.367066458,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
2064,365,M12_B,,M12,Mirador,NA,Undefined Saprotroph
2065,449,M12_B,,M12,Mirador,NA,Undefined Saprotroph
2066,452,M12_B,,M12,Mirador,0.583281689,Soil Saprotroph
2067,472,M12_B,,M12,Mirador,NA,Arbuscular Mycorrhizal
2068,482,M12_B,,M12,Mirador,2.551857388,Undefined Saprotroph
2069,484,M12_B,,M12,Mirador,1.651416281,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
2070,1_Other,M12_B,,M12,Mirador,31.8836353,Other
2071,14,M12_C,,M12,Mirador,NA,Undefined Saprotroph
2072,48,M12_C,,M12,Mirador,6.00816853,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
2073,73,M12_C,,M12,Mirador,6.7927773,Undefined Saprotroph
2074,128,M12_C,,M12,Mirador,3.482373173,Undefined Saprotroph
2075,156,M12_C,,M12,Mirador,NA,Endophyte
2076,160,M12_C,,M12,Mirador,0.096732588,Undefined Saprotroph
2077,234,M12_C,,M12,Mirador,1.160791058,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
2078,244,M12_C,,M12,Mirador,31.43809114,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
2079,247,M12_C,,M12,Mirador,NA,Plant Pathogen
2080,260,M12_C,,M12,Mirador,2.837489252,Fungal Parasite
2081,348,M12_C,,M12,Mirador,0.988822012,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
2082,365,M12_C,,M12,Mirador,NA,Undefined Saprotroph
2083,449,M12_C,,M12,Mirador,NA,Undefined Saprotroph
2084,452,M12_C,,M12,Mirador,NA,Soil Saprotroph
2085,472,M12_C,,M12,Mirador,NA,Arbuscular Mycorrhizal
2086,482,M12_C,,M12,Mirador,0.827601032,Undefined Saprotroph
2087,484,M12_C,,M12,Mirador,5.417024936,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
2088,1_Other,M12_C,,M12,Mirador,40.95012898,Other
2089,14,M2_A,,M2,Mirador,0.323137255,Undefined Saprotroph
2090,48,M2_A,,M2,Mirador,0.291764706,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
2091,73,M2_A,,M2,Mirador,0.658823529,Undefined Saprotroph
2092,128,M2_A,,M2,Mirador,0.580392157,Undefined Saprotroph
2093,156,M2_A,,M2,Mirador,NA,Endophyte
2094,160,M2_A,,M2,Mirador,0.072156863,Undefined Saprotroph
2095,234,M2_A,,M2,Mirador,0.869019608,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
2096,244,M2_A,,M2,Mirador,40.05019608,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
2097,247,M2_A,,M2,Mirador,NA,Plant Pathogen
2098,260,M2_A,,M2,Mirador,2.356078431,Fungal Parasite
2099,348,M2_A,,M2,Mirador,4.743529412,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
2100,365,M2_A,,M2,Mirador,NA,Undefined Saprotroph
2101,449,M2_A,,M2,Mirador,NA,Undefined Saprotroph
2102,452,M2_A,,M2,Mirador,15.17176471,Soil Saprotroph
2103,472,M2_A,,M2,Mirador,NA,Arbuscular Mycorrhizal
2104,482,M2_A,,M2,Mirador,1.524705882,Undefined Saprotroph
2105,484,M2_A,,M2,Mirador,2.032941176,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
2106,1_Other,M2_A,,M2,Mirador,31.3254902,Other
2107,14,M2_B,,M2,Mirador,0.184100418,Undefined Saprotroph
2108,48,M2_B,,M2,Mirador,0.411715481,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
2109,73,M2_B,,M2,Mirador,0.753138075,Undefined Saprotroph
2110,128,M2_B,,M2,Mirador,0.435146444,Undefined Saprotroph
2111,156,M2_B,,M2,Mirador,NA,Endophyte
2112,160,M2_B,,M2,Mirador,NA,Undefined Saprotroph
2113,234,M2_B,,M2,Mirador,0.428451883,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
2114,244,M2_B,,M2,Mirador,35.09288703,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
2115,247,M2_B,,M2,Mirador,NA,Plant Pathogen
2116,260,M2_B,,M2,Mirador,3.50460251,Fungal Parasite
2117,348,M2_B,,M2,Mirador,1.867782427,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
2118,365,M2_B,,M2,Mirador,NA,Undefined Saprotroph
2119,449,M2_B,,M2,Mirador,NA,Undefined Saprotroph
2120,452,M2_B,,M2,Mirador,21.73723849,Soil Saprotroph
2121,472,M2_B,,M2,Mirador,NA,Arbuscular Mycorrhizal
2122,482,M2_B,,M2,Mirador,3.183263598,Undefined Saprotroph
2123,484,M2_B,,M2,Mirador,2.00167364,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
2124,1_Other,M2_B,,M2,Mirador,30.4,Other
2125,14,M2_C,,M2,Mirador,0.094219365,Undefined Saprotroph
2126,48,M2_C,,M2,Mirador,0.221692623,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
2127,73,M2_C,,M2,Mirador,0.559773874,Undefined Saprotroph
2128,128,M2_C,,M2,Mirador,1.091836169,Undefined Saprotroph
2129,156,M2_C,,M2,Mirador,NA,Endophyte
2130,160,M2_C,,M2,Mirador,NA,Undefined Saprotroph
2131,234,M2_C,,M2,Mirador,0.678933658,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
2132,244,M2_C,,M2,Mirador,71.93648506,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
2133,247,M2_C,,M2,Mirador,NA,Plant Pathogen
2134,260,M2_C,,M2,Mirador,1.130632378,Fungal Parasite
2135,348,M2_C,,M2,Mirador,2.893088732,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
2136,365,M2_C,,M2,Mirador,0.105303996,Undefined Saprotroph
2137,449,M2_C,,M2,Mirador,NA,Undefined Saprotroph
2138,452,M2_C,,M2,Mirador,2.258493599,Soil Saprotroph
2139,472,M2_C,,M2,Mirador,NA,Arbuscular Mycorrhizal
2140,482,M2_C,,M2,Mirador,0.40181788,Undefined Saprotroph
2141,484,M2_C,,M2,Mirador,1.637754254,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
2142,1_Other,M2_C,,M2,Mirador,16.98996841,Other
2143,14,M3_A,,M3,Mirador,0.072928821,Undefined Saprotroph
2144,48,M3_A,,M3,Mirador,NA,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
2145,73,M3_A,,M3,Mirador,0.525087515,Undefined Saprotroph
2146,128,M3_A,,M3,Mirador,0.889731622,Undefined Saprotroph
2147,156,M3_A,,M3,Mirador,NA,Endophyte
2148,160,M3_A,,M3,Mirador,NA,Undefined Saprotroph
2149,234,M3_A,,M3,Mirador,0.729288215,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
2150,244,M3_A,,M3,Mirador,18.8302217,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
2151,247,M3_A,,M3,Mirador,NA,Plant Pathogen
2152,260,M3_A,,M3,Mirador,1.560676779,Fungal Parasite
2153,348,M3_A,,M3,Mirador,NA,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
2154,365,M3_A,,M3,Mirador,37.38331389,Undefined Saprotroph
2155,449,M3_A,,M3,Mirador,NA,Undefined Saprotroph
2156,452,M3_A,,M3,Mirador,0.320886814,Soil Saprotroph
2157,472,M3_A,,M3,Mirador,NA,Arbuscular Mycorrhizal
2158,482,M3_A,,M3,Mirador,4.34655776,Undefined Saprotroph
2159,484,M3_A,,M3,Mirador,NA,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
2160,1_Other,M3_A,,M3,Mirador,35.34130688,Other
2161,14,M3_B,,M3,Mirador,0.405862458,Undefined Saprotroph
2162,48,M3_B,,M3,Mirador,0.045095829,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
2163,73,M3_B,,M3,Mirador,2.363021421,Undefined Saprotroph
2164,128,M3_B,,M3,Mirador,1.664036077,Undefined Saprotroph
2165,156,M3_B,,M3,Mirador,NA,Endophyte
2166,160,M3_B,,M3,Mirador,NA,Undefined Saprotroph
2167,234,M3_B,,M3,Mirador,0.383314543,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
2168,244,M3_B,,M3,Mirador,17.30326945,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph
2169,247,M3_B,,M3,Mirador,NA,Plant Pathogen
2170,260,M3_B,,M3,Mirador,4.482525366,Fungal Parasite
2171,348,M3_B,,M3,Mirador,0.459977452,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotro
2172,365,M3_B,,M3,Mirador,10.43517475,Undefined Saprotroph
2173,449,M3_B,,M3,Mirador,NA,Undefined Saprotroph
2174,452,M3_B,,M3,Mirador,8.874859076,Soil Saprotroph
2175,472,M3_B,,M3,Mirador,NA,Arbuscular Mycorrhizal
2176,482,M3_B,,M3,Mirador,2.615558061,Undefined Saprotroph
2177,484,M3_B,,M3,Mirador,3.544532131,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph
2178,1_Other,M3_B,,M3,Mirador,47.42277339,Other
2179,14,M3_C,,M3,Mirador,0.323312926,Undefined Saprotroph
2180,48,M3_C,,M3,Mirador,0.048152989,Animal Pathogen-Plant Pathogen-Undefined Saprotroph
